pv_datetime,post_code,last_postcode_pvs,pvs,load_date
2021-01-22 23:00:00.000000,vwtn,0,16,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,gdwd,0,9,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,dojg,0,9,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,owtf,0,10,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,knmg,0,10,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,kelw,0,8,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,znlr,0,10,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,flml,0,7,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,fqpd,0,14,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,yxty,0,9,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,kxhx,0,9,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,qrqk,0,10,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,orlq,0,11,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,fynh,0,8,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,brel,0,9,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,adoz,0,9,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,uoda,0,6,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,toxw,0,13,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,yeve,0,8,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,jbto,0,13,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,zcue,0,15,2021-02-01 09:19:57.000000
2021-01-21 19:00:00.000000,xqwz,0,9,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,bzgu,11,11,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,iylt,0,10,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,lxum,0,7,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,xzys,0,12,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,qkho,0,9,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,ycjs,0,13,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,reqh,0,7,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,gajr,0,7,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,fvxt,0,11,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,pgjy,0,11,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,vvam,0,21,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,suyc,0,11,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,afrx,0,6,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,qbnr,0,6,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,pnjk,14,14,2021-02-01 09:19:57.000000
2021-01-28 21:00:00.000000,xknb,0,14,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,ktuf,0,9,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,mtja,0,12,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,rrch,0,7,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,qlpv,0,9,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,jrex,0,5,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,crpm,0,14,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,idex,0,11,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,lccq,0,14,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,jykc,0,9,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,mwvc,0,12,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,nxsn,0,8,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,ejak,0,10,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,noiv,0,5,2021-02-01 09:19:57.000000
2021-01-30 19:00:00.000000,yagv,0,11,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,bsue,0,12,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,arbz,0,10,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,mamx,0,12,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,gbgy,0,6,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,dbyb,0,4,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,phoh,0,11,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,xitt,0,9,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,zija,0,11,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,shyl,0,12,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,mizf,0,11,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,zupw,0,11,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,kvjw,0,8,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,uspu,0,17,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,xlvf,0,9,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,mhxn,6,6,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,ndhb,0,13,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,yyqu,0,12,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,trpr,0,8,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,ikdb,0,11,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,eski,0,13,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,phas,0,7,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,sgfj,4,4,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,yqck,0,7,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,qico,0,12,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,qegk,0,13,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,xwiu,0,11,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,pyvi,0,8,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,ugjl,0,16,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,hqqk,0,13,2021-02-01 09:19:57.000000
2021-01-28 21:00:00.000000,tbbi,0,8,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,xhrr,0,11,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,pvij,0,10,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,vwkm,0,6,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,djfg,0,10,2021-02-01 09:19:57.000000
2021-01-30 19:00:00.000000,khmx,0,10,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,gdtx,0,7,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,uiov,0,14,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,ojou,0,11,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,jqfe,0,8,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,ufxr,0,8,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,fajp,0,6,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,negt,0,9,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,fptr,0,9,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,nvoy,0,9,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,qiug,0,10,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,wmis,0,11,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,nuxx,0,8,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,bhuf,0,9,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,ulrl,0,13,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,eneg,0,11,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,hlip,0,12,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,egym,0,11,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,cxch,0,9,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,tsru,0,11,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,hkqv,0,8,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,zljd,0,10,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,aije,0,12,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,rqtf,0,11,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,fioo,0,5,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,kndu,0,15,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,tjdh,0,8,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,nnok,0,8,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,gskh,0,13,2021-02-01 09:19:57.000000
2021-01-21 19:00:00.000000,zqhf,0,12,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,niql,0,15,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,jssn,0,9,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,dqlv,0,9,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,wyfl,0,13,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,sdtj,0,13,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,haeb,0,12,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,lyhf,0,9,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,athy,0,6,2021-02-01 09:19:57.000000
2021-01-22 23:00:00.000000,ihty,0,13,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,ayge,0,9,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,mlyz,0,11,2021-02-01 09:19:57.000000
2021-01-28 21:00:00.000000,lfzo,0,17,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,mqdi,0,10,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,rfzr,0,11,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,gsqc,0,9,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,ijia,0,6,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,dbid,0,8,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,hmyd,0,14,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,cdxl,0,15,2021-02-01 09:19:57.000000
2021-01-22 23:00:00.000000,ftsf,0,8,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,qspq,0,9,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,qhmj,0,14,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,pwth,0,8,2021-02-01 09:19:57.000000
2021-01-21 19:00:00.000000,pixr,0,14,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,mkfs,0,10,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,jswr,0,9,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,iysy,0,12,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,irbg,0,15,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,gzli,0,14,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,kqyv,0,13,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,lmao,0,10,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,uent,0,7,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,xggx,0,8,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,bhwk,0,12,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,viuk,0,8,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,lryd,0,12,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,bubi,0,8,2021-02-01 09:19:57.000000
2021-01-26 23:00:00.000000,ytss,0,14,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,eecf,0,13,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,huac,0,8,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,xtkv,0,13,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,iiee,0,10,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,xeot,0,10,2021-02-01 09:19:57.000000
2021-01-21 19:00:00.000000,ngov,0,16,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,uhhr,0,13,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,nwgs,0,11,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,qjhl,0,12,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,ahiy,0,11,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,hbak,0,7,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,ftlz,0,14,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,nrka,12,12,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,yhkj,0,6,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,ezhs,0,11,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,nyjx,0,8,2021-02-01 09:19:57.000000
2021-01-26 23:00:00.000000,orrt,0,7,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,luhb,0,7,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,irpa,0,10,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,ijkt,0,16,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,xvkl,0,13,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,soea,0,12,2021-02-01 09:19:57.000000
2021-01-26 23:00:00.000000,vvgn,0,10,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,yzsr,0,8,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,otze,0,9,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,tova,0,10,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,gads,0,3,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,wxqv,0,6,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,qbdh,0,13,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,muok,0,13,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,upzc,0,9,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,yiru,0,14,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,byuu,0,15,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,ozbe,0,6,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,guch,0,6,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,waoc,0,14,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,mnch,0,12,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,gdzi,0,9,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,dree,0,12,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,djfn,0,14,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,rctb,0,6,2021-02-01 09:19:57.000000
2021-01-28 21:00:00.000000,ptij,0,12,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,csay,0,12,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,hhju,0,8,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,oktb,0,10,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,rsil,0,14,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,nwpg,0,9,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,gspl,0,11,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,xevi,8,8,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,onrh,0,12,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,ldoz,0,7,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,vvxb,0,12,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,lesy,0,9,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,urkk,0,11,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,vemy,0,9,2021-02-01 09:19:57.000000
2021-01-24 19:00:00.000000,jiqj,0,12,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,tjaf,0,6,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,mtch,0,10,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,ybml,0,11,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,iqsm,0,8,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,judp,0,16,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,ccdh,0,9,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,hdgm,0,13,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,pnpp,0,7,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,kgxl,0,6,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,odjz,0,10,2021-02-01 09:19:57.000000
2021-01-21 19:00:00.000000,uunu,0,11,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,hbem,0,9,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,eask,0,4,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,jpsf,0,10,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,cwbw,0,8,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,ubvn,0,9,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,ifhv,0,10,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,kvpy,0,6,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,uhuz,0,5,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,lsri,12,12,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,hnol,0,9,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,gvba,0,10,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,hwxo,0,10,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,xoip,0,18,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,beel,0,9,2021-02-01 09:19:57.000000
